AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio,Predicted_Rank
C-41114,Bharathiar University Arts and science,Gujarat,53,1059,1,0,100,19.98113208,243.9635316
C-42437,PT. RAM TEERATH SMARAK,Andhra Pradesh,17,933,0,10,64,54.88235294,244.0080183
C-25506,Omega Degree College,Uttar Pradesh,34,1058,0,10,84,31.11764706,244.019392
C-42561,AJAB NARAIN HARISH CHANDRA,Haryana,7,1077,0,10,78,153.8571429,244.0684887
C-41574,"Baneshwar Shikshan Sansthas Arts,",Uttar Pradesh,33,1077,0,10,79,32.63636364,244.0691063
C-51209,"B.D.H.M. MAHAVIDYALAYA, ALIGARH",Chattisgarh,3,1080,0,10,70,360,244.0766371
C-45540,P.S.G. COLLEGE OF PHARMACY,Tamil Nadu,35,497,2,10,75,14.2,244.0843073
C-57214,Sri Sadhana B.Ed College,Karnataka,1,999,0,10,73,999,244.1801636
C-41535,Shri Baneshwar College of,West Bengal,5,96,0,10,95,19.2,244.1879291
C-18976,Sri Balasaheb Tirpude College of,Gujarat,14,235,0,10,76,16.78571429,244.1984191
C-18349,"PWS Arts Commerce College,",Kerala,25,1598,0,10,75,63.92,244.2068118
C-57457,MUZAFFARNAGAR NURSING INSTITUTE,Madhya Pradesh,49,151,2,10,57,3.081632653,244.2458125
C-59839,M K INSTITUTE OF DIPLOMA STUDIES AND,Uttar Pradesh,19,61,2,10,62,3.210526316,244.2554673
C-34032,Suman Education Society L. N.,West Bengal,5,4,0,10,73,0.8,244.3164081
C-14567,Sri Vekkaliamman College of,Bihar,12,200,0,10,83,16.66666667,244.3190816
C-21848,Dr. Radha Bai Govt. Navin Girls College,Uttar Pradesh,23,1081,0,10,74,47,244.3830605
C-16590,Saveetha Engineering College,Gujarat,369,4347,2,10,59,11.7804878,244.4127468
C-18247,"Yashwant College, Waigaon",Rajasthan,8,316,0,10,83,39.5,244.4721225
C-18255,"Abha College of Engineering,",Assam,108,1086,2,10,63,10.05555556,244.4825839
C-50278,JADHAV RADHA BAI DEGREE,Uttar Pradesh,9,241,0,0,65,26.77777778,244.4856539
C-15951,Dr. Akhtar Hasan Rizvi Shiya Degree,Madhya Pradesh,12,1090,0,10,58,90.83333333,244.587179
C-8927,"150026-JDMVP CO-OP S'S ARTS,",West Bengal,14,1079,0,10,80,77.07142857,244.6450841
C-60775,"DON BOSCO COLLEGE (CO-ED), GUEZOU",Madhya Pradesh,47,1080,5,10,75,22.9787234,244.6818298
C-25009,Roever College of Engineering,Telangana,65,291,2,0,50,4.476923077,244.7274078
C-28123,"Hindu College, Sonepat.",Punjab,42,2210,0,10,76,52.61904762,244.7832633
C-22154,"University College, Ghudda",Uttar Pradesh,14,1251,1,10,88,89.35714286,244.8121623
C-11014,Priyadarshini Dnyan Prabodhini's,Punjab,11,147,0,0,55,13.36363636,244.8282163
C-57710,LALLAN R TIWARI B.Ed COLLEGE,Madhya Pradesh,16,78,0,10,78,4.875,244.839414
C-58322,GURU DRONACHARA GIRLS,Gujarat,11,238,0,10,92,21.63636364,244.8438089
C-13281,"Kanya Mahavidyalaya, Niwai",Rajasthan,14,533,0,10,51,38.07142857,244.8439739
C-45442,GOVERNMENT YOGA AND NATUROPATH,Rajasthan,31,383,2,10,60,12.35483871,244.8865893
C-45341,"GYANJYOTI COLLEGE, DARJEELING",Tamil Nadu,27,611,1,10,55,22.62962963,244.9048651
C-8868,240074-R.C.PATEL EDU.TRUST'S,West Bengal,34,1075,2,10,89,31.61764706,244.9168843
C-46330,FACULTY OF ARCHITECTURE,Maharashtra,113,1072,2,10,94,9.486725664,244.919075
C-11573,"Devaswom Board College, Thalayolapara",Gujarat,62,1083,0,10,75,17.46774194,244.9562876
C-9507,Periyar University College of Arts,Madhya Pradesh,42,1095,0,10,85,26.07142857,244.9564321
C-44638,Deshbandhu Mahavidyalaya,Gujarat,48,1095,2,10,51,22.8125,245.0216301
C-55895,PRABHAKAR PATIL EDUCATION,Karnataka,5,54,0,10,78,10.8,245.0903404
C-58761,GIBS BUSINESS SCHOOL,Karnataka,10,70,0,10,74,7,245.0996636
C-42963,Matoshri Sayarbai Champalalji,Rajasthan,5,64,0,10,66,12.8,245.1091397
C-36380,Thiruvalluvar University College of Arts,Maharashtra,67,2747,0,10,69,41,245.1223961
C-49607,ASIATIC INSTITUTE OF SCIENCE AND,Uttar Pradesh,51,1094,2,10,54,21.45098039,245.1436969
C-27937,Khalsa College Amritsar,Maharashtra,251,5505,8,10,76,21.93227092,245.1848241
C-54393,MAA BHAGWATA KUNWAR,Rajasthan,8,86,1,10,86,10.75,245.2460531
C-13559,"R.P. Degree College, Dharsara,",Haryana,19,1401,0,10,51,73.73684211,245.2818124
C-25512,AMS Arts & Science College for,West Bengal,16,1073,2,10,96,67.0625,245.284218
C-51937,Baijnath Choudhary Government,Rajasthan,7,1077,0,10,89,153.8571429,245.3066163
C-19062,Yogada Satsanga Palpara,Gujarat,69,2758,3,0,50,39.97101449,245.4160101
C-13372,Bhagirathi Devi Mahavidyalay,Andhra Pradesh,28,1086,0,10,74,38.78571429,245.4733136
C-29894,Devi Ahilya Mateshwari Suganidevi,Maharashtra,6,1072,0,10,100,178.6666667,245.4815763
C-12455,"DR. A.H. RIZVI DEGREE COLLEGE,",Karnataka,21,1074,2,10,96,51.14285714,245.490544
C-53929,UNIVERSAL INSTITUTE OF COMPUTER,Uttar Pradesh,6,132,0,0,89,22,245.5107754
C-16554,Adhi College of Engineering and,Himachal Pradesh,70,1086,2,10,73,15.51428571,245.5558969
C-9503,Subramaniam Arts & Science College,Telangana,30,184,2,10,83,6.133333333,245.6853835
C-32618,"Govt. College, Neemuch",Andhra Pradesh,57,4320,2,10,82,75.78947368,245.7616883
C-59465,PADUM LAL RUPAN SINGH B.Ed. and D.El.,Tamil Nadu,16,144,0,0,67,9,245.9432725
C-57279,HAZI EBRAHIM MEMORIAL TEACHERS,Maharashtra,17,99,0,10,58,5.823529412,245.951464
C-42265,DHANRAJ KUNWAR GIRLS,Haryana,2,1085,0,10,75,542.5,245.9600927
C-47277,Rhytham Institute of Professional,Maharashtra,10,161,0,10,93,16.1,245.9643561
C-19393,"R.D.R.K. Jatia College, Ramganjmand",Telangana,7,159,0,10,50,22.71428571,246.0320308
C-38586,"Amer Maharaja College, Jaipur",Uttar Pradesh,20,1099,0,10,54,54.95,246.0713281
C-28958,"RUDRA INSTITUTE OF TECHNOLOGY,",Kerala,84,1097,0,10,99,13.05952381,246.0720569
C-906,"CHRIST COLELGE, RAJKOT (ARTS,",Tamil Nadu,56,1095,1,10,61,19.55357143,246.0760238
C-40299,Smt. Narayani D.R. Karigowda,Karnataka,42,395,2,10,82,9.404761905,246.1382146
C-56944,Kerala University College Of,Gujarat,9,50,0,10,82,5.555555556,246.162705
C-9923,"GOVT. FIRST GRADE COLLEGE,",Uttar Pradesh,35,805,0,0,91,23,246.1959005
C-42657,N.N.S Vidya Degree College,Rajasthan,10,27,0,10,58,2.7,246.1968233
C-35290,"Guru Kripa College, Bareli, Raisen",Tamil Nadu,18,1936,0,0,51,107.5555556,246.2436114
C-34434,"Senior Arts College, Gondegaon",Uttar Pradesh,4,173,0,10,80,43.25,246.244779
C-28850,"R.I.E.T VIDYAPEETH, (Only For girls)",Tamil Nadu,1,515,0,0,80,515,246.3211183
C-11616,Bishop Kurialacherry College For,Uttar Pradesh,66,1088,2,10,76,16.48484848,246.3256852
C-19573,Aurora's Scientific & Technological,Uttar Pradesh,192,1091,0,10,70,5.682291667,246.3294196
C-45261,THAMIRABHARANI ENGINEERING,Uttar Pradesh,62,535,2,10,60,8.629032258,246.3550347
C-35292,"Jawaharlal College, Vidisha",Assam,13,1005,0,10,77,77.30769231,246.3642027
C-60492,"GOVT. COLLEGE, SHEO",West Bengal,3,162,0,0,76,54,246.3663212
C-720,MAHRSHI SHRI AUROBINDO M.S.W.,Maharashtra,2,26,0,10,56,13,246.3867493
C-55955,VIDHYADEEP INSTITUTE OF COMPUTER,Andhra Pradesh,5,37,0,10,57,7.4,246.4727857
C-24480,"Sri Gowthami Degree College,",Haryana,10,143,0,10,55,14.3,246.525472
C-39054,"Marigold B.Ed. College, Jaipur",Tamil Nadu,16,197,0,0,87,12.3125,246.5638379
C-12179,"S.N. DEGREE COLLEGE, CHHIWLAHA,",Andhra Pradesh,3,599,2,10,79,199.6666667,246.6273888
C-6156,Institute of Management Study 194,West Bengal,20,330,0,0,87,16.5,246.6383152
C-51332,RASHTRASANT TUKADOJI MAHARAJ,Kerala,3,108,0,10,51,36,246.6727891
C-48866,HAINDAVI DEGREE COLLEGE,Odisha,10,267,0,10,79,26.7,246.7746687
C-34114,SOPHIA SMT. MANORAMA DEVI SOMANI,Odisha,12,167,1,10,65,13.91666667,246.7997483
C-34967,GOVT. SYAMLAL PANDVI,Madhya Pradesh,38,3113,0,10,65,81.92105263,246.8854598
C-35459,K.L.E Socities K.F. Patil Institute of,Maharashtra,5,82,0,10,66,16.4,246.9160725
C-11245,"Aravind Gavali College of Engineering,",Uttar Pradesh,69,1104,1,10,51,16,246.9332522
C-6329,Govt. College of Engineering,Himachal Pradesh,27,537,1,10,94,19.88888889,246.9475927
C-17324,Mangaldai College,Uttar Pradesh,58,3257,1,10,62,56.15517241,246.9588022
C-51014,School of Engineering and,Kerala,98,886,1,10,65,9.040816327,246.9702264
C-43883,"P.K.M. College of Education, Kaithapram (P.",Odisha,7,98,1,10,58,14,247.0834423
C-18932,RS Bidkar Arts Commerce Science,Haryana,35,2102,1,10,75,60.05714286,247.0984037
C-16536,Arignar Anna Institute of Science and,Haryana,101,1095,2,10,69,10.84158416,247.1150648
C-14302,"Devaki Devi Degree College,",Haryana,17,1092,0,0,65,64.23529412,247.1566167
C-57737,"MAHARANA PRATAP LAW COLLEGE,",Madhya Pradesh,9,321,0,10,98,35.66666667,247.1627165
C-7339,S.S.T.'s Arts College of Fashion,Haryana,5,75,0,10,97,15,247.4463216
C-13396,"Sirsa College of Science & Technology,",Tamil Nadu,25,581,0,10,86,23.24,247.4498208
C-11962,Jogesh Chandra Chaudhuri Law,Uttar Pradesh,16,609,0,10,82,38.0625,247.482547
C-19872,JNTUH College of Engineering Jagityala,Madhya Pradesh,84,1401,2,10,76,16.67857143,247.5062347
C-6163,Durgapur Institute of Advanced,Rajasthan,61,1087,3,0,76,17.81967213,247.5506268
C-33417,"N.E.S. Science College, Jabalpur",Madhya Pradesh,12,111,0,0,72,9.25,247.6256964
C-46513,SATI ANUSAYA MAA ARTS SCIENCE,Himachal Pradesh,2,3,0,10,96,1.5,247.7605535
C-39613,Kabi Prasanna Patsani Anchalika,Uttar Pradesh,8,604,0,10,80,75.5,247.779593
C-30596,"SIMS Institute of Nursing, Guntur",Rajasthan,21,199,2,10,89,9.476190476,247.7880051
C-37016,CSI College of Engineering,Madhya Pradesh,110,1099,4,10,66,9.990909091,247.8236192
C-17391,"Government First Grade College,",Telangana,32,424,0,10,66,13.25,247.9568333
C-55912,GOVERNMENT COLLEGE OF ENGINEERING,Bihar,54,1640,5,10,92,30.37037037,247.9576055
C-17912,Narasaraopeta Institute of Pharmaceutica,Telangana,1,465,2,10,74,465,247.959136
C-38374,"Shri Krishna Edu. Inst., Bharatpur",Rajasthan,16,191,0,10,99,11.9375,247.9783069
C-25582,UK College of Education,Karnataka,14,200,0,10,50,14.28571429,248.0854996
C-48903,KAMLESH NARAIN GIRIJA DEVI,Kerala,6,581,0,0,56,96.83333333,248.0995054
C-11098,Dr. Babasaheb Ambedkar Mahavidyalay,Haryana,77,1087,1,0,83,14.11688312,248.1997114
C-48312,MANONMANIAM SUNDARANAR,Uttar Pradesh,46,935,0,10,100,20.32608696,248.2319052
C-20042,Shri Brahmanand Sanskrit,Andhra Pradesh,3,106,1,0,86,35.33333333,248.2535411
C-43770,"Sri Sai Degree College, Repalle",Uttar Pradesh,1,162,0,10,71,162,248.2598652
C-43607,"ST.Jacob's Training College,",Telangana,7,75,0,10,50,10.71428571,248.2870709
C-48977,SW. NARENDRA SINGH,Andhra Pradesh,14,461,0,10,66,32.92857143,248.3470012
C-29684,"Govt. College, Jobat",Rajasthan,4,834,0,10,61,208.5,248.368147
C-25768,Syo Narayan Ramcharan Patwari P.G,Maharashtra,9,66,0,10,79,7.333333333,248.368462
C-56493,SHRI JALPA SINGH MAHAVIDYALA,Maharashtra,11,981,0,0,93,89.18181818,248.4016992
C-47972,"SANJANA DEGREE COLLEGE,",Karnataka,16,356,0,0,52,22.25,248.4924401
C-47136,SYMBIOSIS INSTITUTEITUTE OF,Maharashtra,24,169,2,10,59,7.041666667,248.505541
C-40208,Fr. Muller Medical College,Uttar Pradesh,616,1104,7,10,54,1.792207792,248.5812349
C-52866,"K.P.S GIRLS COLLEGE OF EDUCATION,",Telangana,17,455,0,10,54,26.76470588,248.5912753
C-6028,J. N. Patel B. Ed. College,Uttar Pradesh,12,148,2,10,77,12.33333333,248.5913086
C-58506,Jain Degree College,Jammu and Kashmir,7,71,0,10,52,10.14285714,248.6716989
C-12022,Vivekananda College for Women,Maharashtra,87,1664,0,10,79,19.12643678,248.6749856
C-9499,Periyar University College of Arts,Kerala,34,949,0,10,99,27.91176471,248.6842796
C-60939,M. R. COLLEGE OF VETERINARY,Maharashtra,6,49,1,0,87,8.166666667,248.7141589
C-44047,Krishnagar Womens College,Maharashtra,23,1381,1,10,55,60.04347826,248.7785996
C-25414,SYED APPALASWAMY COLLEGE,Uttar Pradesh,11,269,0,10,78,24.45454545,248.7881655
C-58088,VEDANT SIKSHAN PRASIKSHAN,Tamil Nadu,5,86,0,10,82,17.2,248.8106206
C-15199,SAUDAN SINGH INSTITUTE OF,Gujarat,5,804,0,10,54,160.8,248.9157274
C-15772,SANGOLA COLLEGE SANGOLA,Karnataka,57,2305,2,10,100,40.43859649,248.9481046
C-42256,Sri Saradar Bhuta Singhji College,Tamil Nadu,6,60,0,10,61,10,248.9884066
C-54571,D D COLLEGE,Madhya Pradesh,26,1091,0,10,96,41.96153846,249.0432501
C-37164,Thomas Cangon Teachers,Maharashtra,17,195,0,10,92,11.47058824,249.124638
C-39982,"S.S. COLLEGE OF EDUCATION,",Uttar Pradesh,15,184,1,10,62,12.26666667,249.1319609
C-14226,Banshraj Jaishree Degree,Madhya Pradesh,12,1095,0,10,89,91.25,249.169772
C-34221,Excelsior Education Societys K C,Gujarat,68,1099,0,10,82,16.16176471,249.2488416
C-35025,Sri Venkateshwara Degree,Telangana,19,699,0,10,62,36.78947368,249.3051603
C-10280,Lala Jagat Narayan Institute of,Uttar Pradesh,9,32,0,10,60,3.555555556,249.3497854
C-28088,PT. SITA RAM SHASTRI B.Ed TRAINING,Uttar Pradesh,15,195,1,10,62,13,249.391702
C-34341,"Government College of Engineering,",Uttar Pradesh,81,1970,5,10,98,24.32098765,249.3982811
C-17739,"Government First Grade College,,",Uttar Pradesh,11,408,0,10,54,37.09090909,249.3997663
C-9027,100010-KCES'S INSTITUTE OF,Punjab,76,1093,2,0,82,14.38157895,249.4768182
C-26928,"JNTUA College of Engineering,",Bihar,164,2455,8,10,56,14.9695122,249.480414
C-22990,Govt. Degree College Kilhotran,Punjab,13,2638,0,10,72,202.9230769,249.4841172
C-47269,"Alexia College of Professional Studies,",Karnataka,23,1095,0,0,80,47.60869565,249.4890858
C-30973,"Sri Sai Degree College, Dharmavaram",West Bengal,17,734,0,10,67,43.17647059,249.5070956
C-32867,Amity Law School,Maharashtra,21,1094,2,10,93,52.0952381,249.5252722
C-14113,Madhav Prasad Tripathi,Karnataka,8,52,0,10,98,6.5,249.5628043
C-59312,"MAULANA AZAD B.Ed. COLLEGE,",Madhya Pradesh,25,230,0,10,89,9.2,249.5808674
C-54980,"SAMATHA DEGREE COLLEGE,",West Bengal,19,349,0,10,76,18.36842105,249.6501623
C-33712,Pradnya Karuna Bahudeshiya,Telangana,15,122,0,10,89,8.133333333,249.7065971
C-26844,Gokula Krishna College of,Uttar Pradesh,33,351,2,10,77,10.63636364,249.7706432
C-9381,Waikhom Mani Girls' College,Jharkhand,85,5979,1,10,93,70.34117647,249.7719625
C-20703,"Patel Institute of Science & Mgmt.,",Rajasthan,12,228,0,10,71,19,249.7847878
C-47291,SAFFRON COLLEGE GIRLS KOTLA,Maharashtra,19,309,0,10,56,16.26315789,249.8093721
C-28510,"Ananda College, Devakottai",Tamil Nadu,61,1105,2,10,74,18.1147541,249.810363
C-6084,I. M. Nanavati Law College,Uttar Pradesh,5,801,0,10,56,160.2,249.8795398
C-38649,"Smt. Gomati Devi TT College,",Karnataka,15,195,0,10,63,13,249.9387317
C-871,MUNI.MAHILA ARTS & COMM. &,Gujarat,18,1695,0,0,79,94.16666667,249.9982627
C-10750,S.L.D.A.V College of Education,Maharashtra,17,484,1,0,98,28.47058824,250.000781
C-8415,D.H.S.K. Commerce College P.O,Kerala,33,1108,1,0,59,33.57575758,250.044112
C-38394,"Aatmaram College, Jaipur",Uttar Pradesh,7,1107,0,10,73,158.1428571,250.0678943
C-30767,"Pt. B.D.Sharma , PGIMS ,",Maharashtra,275,1920,4,10,87,6.981818182,250.2091516
C-54759,Rajvaidya Excellence ITC,Uttar Pradesh,10,29,0,10,100,2.9,250.2420131
C-59883,GOVERNMENT COLLEGE OF ENGINEERING,Uttar Pradesh,6,260,3,10,50,43.33333333,250.2624627
C-55310,"Krishna Sai Degree College,",Gujarat,9,295,0,10,83,32.77777778,250.2729587
C-49009,KING INSTITUTE OF PREVENTIVE,Uttar Pradesh,23,19,0,10,92,0.826086957,250.3160379
C-33940,Smt. Dhaklubai Dhondu,West Bengal,15,499,0,10,79,33.26666667,250.3468968
C-35443,"Medical College and Hospital,",Andhra Pradesh,219,834,7,10,61,3.808219178,250.3608037
C-13232,Shree Bhagwan Mahaveer B.,Maharashtra,16,184,0,10,90,11.5,250.3908156
C-17137,West Guwahati Comm.,Andhra Pradesh,24,1020,0,10,95,42.5,250.4266736
C-43992,SINDHI COLLEGE OF ARTS AND,Tamil Nadu,84,1975,0,10,99,23.51190476,250.4487249
C-11788,"Ettumanoorappan College, Ettumanoor -",Punjab,70,1098,1,0,82,15.68571429,250.4823972
C-38373,"Vinayak College, Dausa",Telangana,13,836,0,10,70,64.30769231,250.5149584
C-35071,"Care Degree College, Nizamabad",Gujarat,30,1106,0,10,80,36.86666667,250.5205571
C-43131,Rajeshwar Education Society's Arts,Odisha,7,307,0,10,76,43.85714286,250.5334545
C-55647,Vidya Kamla Mahila Shiksha Sansthan,Telangana,1,203,0,10,88,203,250.5855461
C-6705,SHETH M N LAW COLLEGE PATAN,Andhra Pradesh,5,314,3,10,100,62.8,250.5896801
C-9286,"B203 B.V.B Degree Colleg,Bidar",Tamil Nadu,53,1107,1,10,78,20.88679245,250.6092237
C-11396,Gian Jyoti institutes of Teachers,Uttar Pradesh,22,254,0,10,79,11.54545455,250.6493263
C-52763,JAWAHAR VIJAY SINGH MAHAVIDYALA,Andhra Pradesh,13,145,0,10,64,11.15384615,250.6702281
C-34422,Matsyodari Shikshan Sanstha's,Uttar Pradesh,18,320,0,10,100,17.77777778,250.7150159
C-46203,"RUDRA GROUP OF INSTITUTIONS,",Rajasthan,17,60,0,0,94,3.529411765,250.746184
C-14474,Menakshi Ramasamy College of,Madhya Pradesh,13,100,2,0,99,7.692307692,250.7661736
C-17795,"Government First Grade College,",Uttar Pradesh,6,123,0,0,80,20.5,250.8967335
C-50434,SMT S D MEHTA MAHILA B ED,Himachal Pradesh,5,48,1,0,99,9.6,250.9121364
C-18294,CP and Berar Arts Commerce,Andhra Pradesh,25,1114,0,10,68,44.56,250.9202458
C-30201,"Sri Vaishnavi Degree College,",Kerala,11,222,0,10,51,20.18181818,250.9825676
C-58356,Faculty of Computer Applications,Andhra Pradesh,31,1102,0,10,92,35.5483871,250.9968998
C-54614,Sanjeeva Reddy College of Physical,Maharashtra,14,7,0,10,83,0.5,251.0101921
C-17810,S.R. Nagappa Shresti Memorial,Telangana,31,966,1,10,59,31.16129032,251.0322041
C-30205,C.R.Reddy Degree College,Assam,15,1122,0,10,54,74.8,251.1153856
C-28935,"ASIAN COLLEGE OF LAW,",Odisha,13,1106,0,0,73,85.07692308,251.1368921
C-11468,"Govt. College, Salooni, Distt Chamba",Nagaland,5,315,0,10,50,63,251.1568302
C-55914,Telangana Social Welfare Residential,Karnataka,37,567,1,10,57,15.32432432,251.1759323
C-27997,St. Soldier College of Education,Uttarakhand,39,484,2,0,80,12.41025641,251.1803643
C-11082,Bharati Vidyapeeth Dr. Patangrao,Rajasthan,22,1103,1,10,91,50.13636364,251.186766
C-25148,"College of Engineering & Technology,",Chattisgarh,89,1099,5,10,96,12.34831461,251.2501492
C-21648,Govt. K. D. Rathi Mahila Mahavidyalay,Tamil Nadu,33,1953,2,10,90,59.18181818,251.2511543
C-27497,"Chaitanya PG College, Kishanpura,",Maharashtra,70,1120,2,10,59,16,251.4117523
C-60026,"Mahila mahavidyalaya (Arts,",Uttar Pradesh,16,188,0,10,71,11.75,251.4118239
C-53864,SHREE GURUJI INSTITUTE OF INFORMATION,Maharashtra,6,83,0,10,69,13.83333333,251.5833565
C-25815,Shahjahan College of Business,Karnataka,13,106,0,10,95,8.153846154,251.5847195
C-8250,"KMCT MEDICAL COLLEGE,",Telangana,216,605,3,0,81,2.800925926,251.5948106
C-17848,Kodachadri Government First Grade,Maharashtra,20,993,0,0,98,49.65,251.5990235
C-22090,"University College, Dhilwan",Gujarat,16,919,0,10,95,57.4375,251.6193012
C-9501,Periyar University College of Arts,Tamil Nadu,34,1074,1,10,92,31.58823529,251.726382
C-39381,"J.J. Mahavidyalaya, Raikia",Karnataka,18,1493,0,10,83,82.94444444,251.7289854
C-16724,Dimapur Govt College,Maharashtra,59,1101,1,10,100,18.66101695,251.7806549
C-29602,"L.N.M.S. College, Birpur",Maharashtra,10,2715,0,10,71,271.5,251.8254688
C-54211,"Sastra Degree College, Varigonda",Telangana,14,122,0,10,56,8.714285714,251.8834034
C-12542,UDAIRAJ SINGH VIDHI MAHAVIDYALA,Bihar,7,113,0,10,76,16.14285714,251.899833
C-7557,Digambarrao Bindu Arts & Commerce,Rajasthan,35,1112,1,10,81,31.77142857,252.0253746
C-40420,S J M College of Pharmacy,Karnataka,58,465,2,0,73,8.017241379,252.0277614
C-16907,"Govt. First Grade College, Madikeri,",Haryana,6,215,0,0,51,35.83333333,252.0422909
C-57621,MUKTA PRASAD DEGREE,Maharashtra,25,744,0,10,72,29.76,252.0512207
C-5885,F. D. Arts & Commerce College for,Uttar Pradesh,20,1114,0,0,66,55.7,252.0714335
C-52852,Pt. Vidyadhar Mishra Saraswati,Tamil Nadu,21,706,0,10,72,33.61904762,252.0946024
C-40813,Mahima College,Karnataka,5,289,0,0,81,57.8,252.1264192
C-15069,Yogda Satsang College,Telangana,50,2949,0,10,94,58.98,252.1514242
C-17589,"Sri D Devaraj Urs Govt First Grade College,",Assam,94,1677,0,10,86,17.84042553,252.159126
C-36437,"Imayam Arts &Science college,Green",Assam,35,526,0,0,60,15.02857143,252.1633525
C-42531,MAA PHOOL PATTI DEVI MAHAVIDYALA,Maharashtra,11,4566,0,10,70,415.0909091,252.2156753
C-53259,INSTITUTE OF MANAGEMENT EDUCATION,Odisha,21,246,0,0,69,11.71428571,252.2165802
C-19661,Laqshya Institute of Technology &,Karnataka,120,1358,0,10,69,11.31666667,252.2958419
C-60601,RAJABOINA VENKATAIAH MEMORIAL,Maharashtra,17,98,2,10,65,5.764705882,252.3215123
C-18755,Ramchandrarao Thote Arts Commerce,Karnataka,12,203,0,10,54,16.91666667,252.3243776
C-14709,PET College of Teacher Education,Rajasthan,9,95,2,10,54,10.55555556,252.3738633
C-30689,"Kamineni Inst. of Medical Sciences,",Maharashtra,42,323,1,10,97,7.69047619,252.3899047
C-30077,Vijayanjali Institute of Technology,Haryana,60,605,2,0,77,10.08333333,252.4351344
C-39666,"Dayavihar Degree College,",Tamil Nadu,24,1107,0,10,96,46.125,252.5423342
C-51477,"Savitri Devi Mahavidyalaya, Fattupur",Maharashtra,2,408,0,10,99,204,252.5595982
C-10755,Savitri Devi Memorial College of,Himachal Pradesh,6,61,0,10,65,10.16666667,252.5694843
C-60811,GOVERNMENT SHASTRI SANSKRIT,Tamil Nadu,1,28,0,0,82,28,252.5703664
C-12476,SH. CAP. V.P. SINGH SMARAK,Haryana,52,1189,0,0,67,22.86538462,252.65883
C-11981,Vivekananda College,Uttar Pradesh,95,5581,0,10,81,58.74736842,252.7154977
C-13665,Harishankar Prasad Vidhi Mahavidyalay,Maharashtra,4,495,0,10,75,123.75,252.7440343
C-17278,B.B. Kishan College,Telangana,24,1120,2,0,60,46.66666667,252.8613714
C-35687,"Govt., First Grade College, Gudgeri,(Tq",Gujarat,8,149,0,10,99,18.625,253.0566948
C-49342,HAZARATH SAYYED MADANI,West Bengal,10,54,0,10,77,5.4,253.0625573
C-51717,"SYMBIOSIS Law School, Hyderabad",Maharashtra,50,1089,0,10,95,21.78,253.0715456
C-27086,DMI Engineering College,Tamil Nadu,91,1109,2,10,95,12.18681319,253.087523
C-44761,Chhatna Chandidas Mahavidyalay,Maharashtra,23,1126,0,10,64,48.95652174,253.0951543
C-17304,Purbanchal educational welfare,Uttar Pradesh,10,230,4,10,51,23,253.1473028
C-39789,"R.N.B.Mahavidyalaya,Khuntuni,",Maharashtra,26,925,0,10,99,35.57692308,253.1629435
C-30225,"CSSR & SRRM Degree College,",Karnataka,43,1131,0,10,55,26.30232558,253.1775779
C-21670,Govt. Vishwanath Yadav,Jharkhand,90,5451,1,10,87,60.56666667,253.1931768
C-45420,M.A. CHIDAMBARAM COLLEGE OF,Uttar Pradesh,31,255,1,10,51,8.225806452,253.2224555
C-48674,INSTITUTE OF TECHNOLOGY AND,Maharashtra,7,31,1,10,79,4.428571429,253.2446951
C-21735,Govt. College Arjunda,Andhra Pradesh,20,1157,0,10,78,57.85,253.25536
C-13385,Roshan Lal Shanti Devi Academy,West Bengal,55,749,2,10,66,13.61818182,253.2797516
C-26079,MESCO Institute of Management,Maharashtra,2,0,0,0,79,0,253.2822819
C-53285,VIVODHANANDA SARASWATI,Uttar Pradesh,16,400,0,10,54,25,253.2904228
C-39805,"N.S.M.CityCollege, Rajabagicha,",Telangana,22,1744,0,10,95,79.27272727,253.4176907
C-54060,SREE NARAYANA GURU,Chattisgarh,27,406,0,10,53,15.03703704,253.4399193
C-22368,Govt. College Malkharoda,Andhra Pradesh,18,917,0,0,95,50.94444444,253.4442686
C-39022,Gokulpura Shikshak Prashikahan,Maharashtra,16,99,0,10,80,6.1875,253.461467
C-28409,SARASWATI VIDYA MANDIR COLLEGE OF,Maharashtra,25,84,0,10,63,3.36,253.4651363
C-42544,SMT. SHIV DULARI SINGH MAHILA,Rajasthan,20,1068,0,10,91,53.4,253.4660728
C-11195,Chintamanrao College of Commerce,Kerala,14,1120,0,0,67,80,253.5165647
C-16692,Baptist College,Karnataka,28,1105,2,0,95,39.46428571,253.5196356
C-44394,"DAV MAHILA COLLEGE, KATRAS,",Karnataka,12,1128,1,10,63,94,253.5387554
C-34769,"GOVT. GRADUATE COLLEGE,",Karnataka,21,1268,1,0,69,60.38095238,253.5555398
C-6169,Rinpoche Academy of Management,Haryana,3,0,1,10,71,0,253.5698488
C-30933,K.T.S. Government Degree,Telangana,26,1147,0,10,89,44.11538462,253.5708761
C-15232,"K.R (PG) COLLEGE ,MATHURA",West Bengal,45,3616,0,10,82,80.35555556,253.6062826
C-15900,Baba Nepal Smarak Mahavidyalay,Kerala,4,1131,1,10,57,282.75,253.7439298
C-42653,"RAJKIYA P.G. COLLEGE, MUSAFIRKHAN",Uttar Pradesh,11,461,0,10,88,41.90909091,253.8625559
