AISHE_ID,CollegeName,State,Teacher,Student,Hostels,Labs,PhD,S_F_Ratio
C-15369,SRI RAGHUKUL MAHAVIDYALA,Kerala,6,420,2,10,100,70
C-42511,SRI RAGHUKUL MAHILA,Andhra Pradesh,18,699,1,10,70,38.83333333
C-57548,SRI RAGHURAJ SINGH SIKSHAN,Karnataka,14,148,0,10,79,10.57142857
C-12332,SRI RAGHUVEER SINGH,Maharashtra,3,254,0,10,71,84.66666667
C-48158,SRI RAJ BAHADUR MAHAVIDYALA,Maharashtra,5,163,0,0,66,32.6
C-15507,SRI RAJ KUMAR SINGH DEGREE,Uttar Pradesh,4,223,0,0,73,55.75
C-55484,SRI RAJA RAJESHWARA DEGREE,Maharashtra,10,156,0,10,82,15.6
C-53083,SRI RAJA RAJESHWARI (SRR) DEGREE,Uttar Pradesh,14,408,0,10,70,29.14285714
C-50283,SRI RAJA RAJESWARA DEGREE,Uttar Pradesh,13,567,0,10,97,43.61538462
C-39472,Sri Raja Rajeswari College of,Assam,1,26,0,10,63,26
C-23843,Sri Raja Rajeswari Degre College,Gujarat,12,416,0,10,99,34.66666667
C-27481,Sri Rajah Raghava Raju Venkata,Karnataka,15,239,0,10,56,15.93333333
C-13488,Sri Rajarajeshwari Samskrita,Uttar Pradesh,13,64,1,10,57,4.923076923
C-14410,Sri Rajarajeswari College of,Chattisgarh,8,77,0,0,56,9.625
C-57066,Sri Rajarajeswari College of,Karnataka,1,45,0,10,79,45
C-53546,SRI RAJDHAR SINGH MAHAVIDYALA,Maharashtra,1,384,0,10,71,384
C-18878,Sri Raje Vishveshwarrao Arts,Maharashtra,6,149,0,10,56,24.83333333
C-55985,SRI RAJENDRA SINGH COLLEGE,Maharashtra,15,899,0,10,57,59.93333333
C-30314,Sri Rajeswari College of Education,Telangana,16,100,0,10,80,6.25
C-26297,"Sri Rajeswari College of Education,",Maharashtra,8,84,0,10,65,10.5
C-40216,Sri Rajiv Gandhi College of,Uttar Pradesh,65,434,2,10,59,6.676923077
C-42430,SRI RAJPATI SINGH SMARAK,Chattisgarh,24,1382,0,10,90,57.58333333
C-59373,SRI RAJU COLLEGE OF EDUCATION,Maharashtra,8,9,0,10,86,1.125
C-42401,SRI RAM ADARSH MAHAVIDYALA,Odisha,11,723,2,10,83,65.72727273
C-56899,SRI RAM ADHAR VERMA SMARAK,Madhya Pradesh,8,486,0,10,63,60.75
C-12264,SRI RAM AUTAR SINGH MAHAVIDYALA,Tamil Nadu,13,400,0,10,96,30.76923077
C-54291,SRI RAM BAHADUR PANDEY,Delhi,20,163,0,10,56,8.15
C-50113,SRI RAM BAKSH SINGH DEGREE,Uttar Pradesh,8,144,0,10,93,18
C-50157,SRI RAM BHAJAN SINGH MAHAVIDHYAL,Punjab,13,1522,0,10,96,117.0769231
C-12145,SRI RAM BHAROSE SINGH,Uttar Pradesh,7,438,0,10,62,62.57142857
C-42509,SRI RAM CHANDRA SINGH,Odisha,16,1770,0,10,53,110.625
C-13671,Sri Ram College of Comerse &,Karnataka,21,1964,0,10,77,93.52380952
C-13325,"Sri Ram College of Education,",Maharashtra,8,74,0,10,74,9.25
C-46088,SRI RAM COLLEGE OF MANAGEMENT,Telangana,30,262,0,10,95,8.733333333
C-39390,"Sri Ram College, Kashinagar",Maharashtra,13,1203,0,10,86,92.53846154
C-25866,Sri Ram Degree College,Punjab,13,444,0,10,56,34.15384615
C-59124,sri ram degree college,Uttar Pradesh,18,620,0,0,73,34.44444444
C-16548,Sri Ram Engineering College,Haryana,74,615,2,10,54,8.310810811
C-21300,Sri Ram Institute of Management,Jharkhand,13,82,0,10,51,6.307692308
C-32882,Sri Ram Institute of Teacher,Odisha,16,189,0,0,83,11.8125
C-42656,"SRI RAM JANKI MAHAVIDYALAYA,",Punjab,33,5598,0,10,91,169.6363636
C-42486,SRI RAM JANKI SHIKSHAN PRASHIKSHAN,Maharashtra,15,1176,0,10,86,78.4
C-16925,"Sri Ram Kunjeshwara College,",Karnataka,19,297,0,10,74,15.63157895
C-48926,SRI RAM LAL SINGH MAHAVIDHYAL,Madhya Pradesh,9,718,0,10,88,79.77777778
C-18462,Sri Ram Meghe Institute of,West Bengal,25,302,2,10,60,12.08
C-52825,SRI RAM MILAN MISHR BALIKA,Maharashtra,5,350,0,10,82,70
C-15372,SRI RAM MURTI GUPTA GOVT.,Uttar Pradesh,14,393,0,10,87,28.07142857
C-45672,SRI RAM NALLAMANI YADAVA,Kerala,37,160,2,10,52,4.324324324
C-14612,Sri Ram Nallamani Yadava,Chattisgarh,30,349,2,10,85,11.63333333
C-41201,Sri Ram Nallamani Yadava,Maharashtra,81,1257,2,10,93,15.51851852
C-55996,SRI RAM PAL MAHAVIDYALAYA,Telangana,2,118,0,10,52,59
C-12304,SRI RAM PRASAD MISHRA PT.,Rajasthan,25,1754,0,10,58,70.16
C-57583,SRI RAM SINGH EDUCAITONAL,Karnataka,8,79,0,10,97,9.875
C-57940,SRI RAM SMARAK MAHAVIDHYAL,Telangana,17,152,0,10,97,8.941176471
C-59201,Sri Ram Suhag Tilak College Of Education,Haryana,11,137,0,10,53,12.45454545
C-12102,SRI RAM SWAROOP PATEL,Uttar Pradesh,20,550,0,10,100,27.5
C-48955,SRI RAM SWAROOP TIWARI JANTA,Rajasthan,4,562,0,10,57,140.5
C-56871,Sri Ram Teachers Training,Uttar Pradesh,9,100,0,10,59,11.11111111
C-27512,Sri Rama Chandra Arts & Science,Uttar Pradesh,15,413,1,10,81,27.53333333
C-44058,Sri Rama Chandra Sanskrit,Himachal Pradesh,6,102,0,10,78,17
C-27728,"Sri Rama College of Education,",Rajasthan,34,300,2,0,88,8.823529412
C-26872,Sri Rama College of Engineering,Chattisgarh,157,811,2,10,81,5.165605096
C-23856,Sri Rama Degree College,Uttar Pradesh,13,171,0,10,81,13.15384615
C-24853,"SRI RAMA DEGREE COLLEGE,",Madhya Pradesh,14,94,0,10,92,6.714285714
C-30614,Sri Rama Educational Trust College,Madhya Pradesh,48,147,3,10,79,3.0625
C-16923,"Sri Rama First Grade College, Hanuman",Uttar Pradesh,21,363,2,10,70,17.28571429
C-47966,SRI RAMA GOWTHAMI DEGREE,Gujarat,9,51,0,0,94,5.666666667
C-32668,Sri Rama Krishna Degree,Bihar,11,362,0,10,59,32.90909091
C-24245,SRI RAMA KRISHNA DEGREE,Madhya Pradesh,1,8,0,10,50,8
C-27421,Sri Rama Krishna Degree,Odisha,15,321,0,10,58,21.4
C-26615,Sri Rama Vaikunt Sanskrit PG,Rajasthan,11,44,1,10,81,4
C-14995,Sri Ramachandira College of,Maharashtra,8,110,0,0,68,13.75
C-30553,Sri Ramachandra College of,Rajasthan,32,160,2,10,100,5
C-54943,SRI RAMACHANDRA DEGREE,Uttarakhand,8,470,0,10,88,58.75
C-57657,SRI RAMAIAH DEGREE COLLEGE,Rajasthan,6,63,0,10,98,10.5
C-14766,Sri Ramajayam College of,Tamil Nadu,9,78,0,10,61,8.666666667
C-14826,Sri Ramakrishna College of,Uttar Pradesh,16,169,0,10,57,10.5625
C-40252,Sri Ramakrishna College of,Madhya Pradesh,21,200,2,10,77,9.523809524
C-45825,SRI RAMAKRISHNA COLLEGE OF,Tamil Nadu,22,132,2,10,72,6
C-14807,Sri Ramakrishna College of,Maharashtra,16,398,1,10,69,24.875
C-48280,SRI RAMAKRISHNA COLLEGE OF,Maharashtra,55,463,2,10,58,8.418181818
C-41059,Sri Ramakrishna College of Arts,Rajasthan,102,1785,1,10,72,17.5
C-41100,Sri Ramakrishna College of Arts,Odisha,203,3775,2,10,69,18.59605911
C-16836,"Sri Ramakrishna College, SRS",Gujarat,26,476,2,10,69,18.30769231
C-26302,Sri Ramakrishna Degree,Karnataka,48,3258,1,10,58,67.875
C-35028,Sri Ramakrishna Degree,Rajasthan,40,1435,0,10,68,35.875
C-45538,SRI RAMAKRISHNA DENTAL,Haryana,120,484,2,10,70,4.033333333
C-37089,Sri Ramakrishna Engineering,Madhya Pradesh,282,4429,4,10,77,15.70567376
C-56567,Sri Ramakrishna Hospital - AHS,Bihar,2,33,1,10,65,16.5
C-45517,SRI RAMAKRISHNA INSTITUTE OF,Gujarat,44,523,4,0,52,11.88636364
C-37032,Sri Ramakrishna Institute of,Maharashtra,152,2118,4,0,61,13.93421053
C-45518,SRI RAMAKRISHNA INSTITUTE OF,Uttar Pradesh,18,266,2,10,56,14.77777778
C-45516,SRI RAMAKRISHNA INSTITUTE OF,Gujarat,50,398,2,10,54,7.96
C-26334,"Sri Ramakrishna PG College,",West Bengal,29,370,1,10,72,12.75862069
C-48604,SRI RAMAKRISHNA SARADA,Karnataka,16,200,0,10,90,12.5
C-21946,Sri Ramakrishna Vivekananda,Andhra Pradesh,16,357,0,10,98,22.3125
C-41115,Sri Ramalinga Sowdambigai College of,Rajasthan,42,578,0,10,79,13.76190476
C-33158,SRI RAMALINGESHWARA,Karnataka,7,0,0,10,63,0
C-61037,SRI RAMALINGESHWARA,Madhya Pradesh,5,200,0,10,75,40
C-25427,Sri Ramalingeshwara Degree,Kerala,7,83,0,10,61,11.85714286
C-40578,Sri Ramana Maharshi College of,Rajasthan,32,121,2,10,83,3.78125
C-57829,Sri Ramanas College of Arts and Science,Tamil Nadu,46,1034,0,10,78,22.47826087
C-57249,SRI RAMANAS COLLEGE OF EDUCATION,Bihar,11,200,0,10,69,18.18181818
C-37077,Sri Ramanathan Engineering,Chattisgarh,47,130,2,10,75,2.765957447
C-16583,Sri Ramanujar Engineering College,Karnataka,97,1170,2,10,70,12.06185567
C-58002,Sri Ramchand Ram Laxmi Narayan,Andhra Pradesh,12,178,0,10,58,14.83333333
C-59114,SRI RAMENDRA SINGH SUMAN,Maharashtra,12,238,0,10,56,19.83333333
C-12509,SRI RAMESHWAR TRIPATHI,Tamil Nadu,11,578,0,10,93,52.54545455
C-24938,SRI RAMESWARI DEGREE,Maharashtra,13,377,0,10,57,29
C-57131,Sri Ramkrishna College of,Telangana,5,100,0,0,79,20
C-53094,SRI RAMKRISHNA SARADA,Madhya Pradesh,26,300,0,10,54,11.53846154
C-12150,SRI RAMKUMAR BHARTIYA,Uttar Pradesh,47,3677,0,10,68,78.23404255
C-49274,Sri Rammurti Smarak College of,Maharashtra,55,324,2,10,92,5.890909091
C-47028,SRI RAMMURTI SMARAK COLLEGE OF,Tamil Nadu,32,117,2,10,89,3.65625
C-42431,SRI RAMTEERTH CHAUDHARY,Bihar,12,1174,1,10,54,97.83333333
C-17482,"Sri Ranga college of Education,",Maharashtra,16,140,0,10,92,8.75
C-17463,"Sri Ranga First Grade College, Hemavathi",Haryana,2,0,0,10,50,0
C-7013,Sri Ranganatha First Grade,Madhya Pradesh,12,129,0,0,95,10.75
C-45288,SRI RANGANATHAR INSTITUTE,Karnataka,59,855,2,0,53,14.49152542
C-45734,SRI RANGAPOOPATHI COLLEGE,Himachal Pradesh,35,212,0,10,57,6.057142857
C-16606,Sri Rangapoopathy College of,Maharashtra,85,307,2,10,68,3.611764706
C-15539,"SRI RATI RAM MAHAVIDYALAYA,NAND",Uttar Pradesh,5,1427,0,10,70,285.4
C-26346,"Sri Ravi Degree College,",Madhya Pradesh,20,202,0,10,86,10.1
C-12497,SRI RAVINATH SINGH DEGREE,Madhya Pradesh,11,1521,0,10,57,138.2727273
C-9639,Sri Ravneshwar Sanskrit,Uttar Pradesh,4,61,1,10,82,15.25
C-14715,Sri Renga College of Education,Telangana,16,198,0,0,89,12.375
C-14469,Sri Rengeswarer College of,Assam,6,99,0,10,96,16.5
C-7949,Sri Renugambal college of,Andhra Pradesh,13,243,2,10,66,18.69230769
C-14701,Sri Renugambal College of,Karnataka,15,222,0,10,74,14.8
C-9917,SRI RENUKACHARYA ARTS,West Bengal,12,247,0,10,67,20.58333333
C-1382,Sri Revana Siddeshwara Institute of,Karnataka,64,211,2,0,54,3.296875
C-47775,SRI RUDRESHWARA SAMSKRIT,Uttar Pradesh,3,38,0,10,62,12.66666667
C-50200,"SRI S R EDUCATION COLLEGE,",Karnataka,16,185,0,0,87,11.5625
C-56766,"Sri S R Tiwari College of Education,",Rajasthan,16,104,0,10,73,6.5
C-10145,"SRI SADASHIVA B.ED COLLEGE,",Karnataka,6,100,0,10,72,16.66666667
C-30546,Sri Sadguru Alli Sabeh Swamy,Maharashtra,2,99,0,10,60,49.5
C-35045,Sri Sadguru Bandayappa Swamy B.Ed.,Rajasthan,11,200,0,10,65,18.18181818
C-54874,SRI SADGURU BHOLANAND MAHILA,Telangana,9,468,0,10,88,52
C-45254,SRI SADGURU KABHIRANANDHA SANSKRIT,Madhya Pradesh,5,19,0,10,100,3.8
C-23852,SRI SADGURU SAI DEGREE COLLEGE,Tamil Nadu,8,84,0,0,88,10.5
C-20629,Sri Sadguru Sainath Degree,Uttar Pradesh,16,392,0,10,90,24.5
C-57214,Sri Sadhana B.Ed College,Punjab,1,999,0,10,73,999
C-39296,"Sri Sadhana Degree College,",Karnataka,1,1082,0,10,59,1082
C-12697,SRI SAGAR SINGH SOMVATI,Bihar,40,979,0,10,69,24.475
C-50240,Sri Sahasra Degree College For,Maharashtra,16,146,0,10,67,9.125
C-55315,"Sri Sai Aditya Degree College,",Andhra Pradesh,12,110,0,10,87,9.166666667
C-12109,SRI SAI AYURVEDIC COLLEGE &,Tamil Nadu,2,500,2,10,56,250
C-12220,SRI SAI BABA KANYA MAHAVIDYALA,Tamil Nadu,2,474,0,10,70,237
C-36565,SRI SAI BHARATH COLLEGE OF,Telangana,39,573,0,0,91,14.69230769
C-52238,SRI SAI BHARATH NURSING AND,Gujarat,3,0,0,10,51,0
C-52526,SRI SAI BHARTHI DEGREE AND,Punjab,16,117,0,10,97,7.3125
C-20710,"Sri Sai College for Women, #1889, 3rd",Tamil Nadu,10,1053,0,10,84,105.3
C-30370,"Sri Sai College of Dental Surgery,",Jammu and Kashmir,95,630,4,0,59,6.631578947
C-48224,SRI SAI COLLEGE OF EDUCATION,Maharashtra,13,6,0,10,52,0.461538462
C-30317,Sri Sai College of Education,Uttar Pradesh,9,86,0,10,58,9.555555556
C-57350,Sri Sai College of Education,Telangana,1,503,0,10,71,503
C-26275,"Sri Sai College of Education, Nandikotkur",Odisha,22,298,0,10,61,13.54545455
C-35024,"Sri Sai College of Education, Nizamabad",Maharashtra,14,100,0,10,79,7.142857143
C-10353,"Sri Sai College of Engg and Tech0logy ,",Madhya Pradesh,137,815,2,10,79,5.948905109
C-26912,Sri Sai College of IT & Management,Gujarat,41,716,0,10,81,17.46341463
C-30494,"Sri Sai College of Nursing, Anantapur",Rajasthan,36,206,1,10,90,5.722222222
C-30657,"Sri Sai College of Nursing, Nalgonda",Maharashtra,11,21,1,10,95,1.909090909
C-24258,Sri Sai College Of Pharmacy,Karnataka,26,100,0,10,57,3.846153846
C-10463,"Sri Sai College of Pharmacy, Manawala",Maharashtra,24,126,2,10,87,5.25
C-26187,Sri Sai Degree & P.G College,Madhya Pradesh,16,497,0,10,80,31.0625
C-26164,Sri Sai Degree & P.G College,Odisha,25,1584,0,10,53,63.36
C-24931,SRI SAI DEGREE COLLEGE,Uttar Pradesh,14,322,0,10,55,23
C-25851,Sri Sai Degree College,Madhya Pradesh,16,481,0,10,70,30.0625
C-26081,Sri Sai Degree College,Chattisgarh,14,292,0,10,69,20.85714286
C-44035,Sri Sai Degree College,Rajasthan,13,432,0,10,91,33.23076923
C-30922,"Sri Sai Degree College, Anantapur",Bihar,20,1294,0,0,59,64.7
C-13330,"Sri Sai Degree College, Bhawalpur",Tamil Nadu,10,349,0,10,82,34.9
C-24466,"Sri Sai Degree College, D.0 5-54, Near",Kerala,14,900,0,10,88,64.28571429
C-30973,"Sri Sai Degree College, Dharmavaram",Tamil Nadu,17,734,0,10,67,43.17647059
C-30987,"Sri Sai Degree College, Gooty",Kerala,14,1093,0,10,96,78.07142857
C-27426,"Sri Sai Degree College, Kunavaram",Karnataka,18,524,0,10,82,29.11111111
C-23953,"Sri Sai Degree College, Lower Tank Bund",Maharashtra,18,641,0,10,66,35.61111111
C-35052,"Sri Sai Degree College, Nandipet",Uttarakhand,13,285,0,10,83,21.92307692
C-43770,"Sri Sai Degree College, Repalle",Assam,1,162,0,10,71,162
C-30206,"Sri Sai Degree College, Rly.Koduru",Uttar Pradesh,18,1092,0,10,87,60.66666667
C-34998,"Sri Sai Degree College, Visakhapatna",Assam,9,256,0,10,62,28.44444444
C-18647,"Sri Sai Education College,",Rajasthan,7,99,2,10,73,14.14285714
C-19937,Sri Sai Educational Society's,Andhra Pradesh,172,733,2,10,61,4.261627907
C-26987,"Sri Sai Inst. of Tech0logy & Science,",Madhya Pradesh,57,730,2,10,63,12.80701754
C-47999,SRI SAI INSTITUTE OF NURSING,Maharashtra,22,222,2,10,83,10.09090909
C-55074,Sri Sai Krishna Degree College,Karnataka,24,729,0,10,90,30.375
C-30964,"Sri Sai Krupa Degree College,",Rajasthan,17,786,0,10,96,46.23529412
C-23819,Sri Sai Kulwant Degree,Uttar Pradesh,14,202,0,10,80,14.42857143
C-10503,Sri Sai Lqbal College of Management,Uttar Pradesh,48,230,2,10,61,4.791666667
C-23919,Sri Sai Madhavi Degree,Bihar,7,13,0,10,85,1.857142857
C-24444,Sri Sai Madhavi Degree,Maharashtra,10,455,0,10,87,45.5
C-17893,Sri Sai Madhavi Institute of,Maharashtra,24,275,0,10,82,11.45833333
C-25421,SRI SAI MAHITHA DEGREE,Uttar Pradesh,10,204,0,10,83,20.4
C-49888,SRI SAI MANIKANTA SARANAM,Madhya Pradesh,12,134,0,10,74,11.16666667
C-26305,"Sri Sai MBA College, Nandikotkur",Tamil Nadu,17,350,0,10,77,20.58823529
C-25313,SRI SAI NARAYANA DEGREE,Andhra Pradesh,1,141,0,0,100,141
C-47434,"SRI SAI NATH MAHAVIDHYALAYA,DHIKUNI,",Maharashtra,15,589,0,10,77,39.26666667
C-24226,Sri Sai Prakash Degree College,Madhya Pradesh,13,357,0,10,83,27.46153846
C-27377,Sri Sai Prasanthi Degree,Tamil Nadu,11,209,0,10,77,19
C-35067,Sri Sai Raghavendra Degree,Odisha,37,1518,0,10,77,41.02702703
C-57028,"SRI SAI RAJESWARI B.Ed COLLEGE,",Karnataka,12,83,0,10,56,6.916666667
C-24158,Sri Sai Ram Degree College,Maharashtra,21,552,0,10,54,26.28571429
C-51963,SRI SAI RAM DEGREE COLLEGE,Uttarakhand,12,157,0,10,77,13.08333333
C-27838,"Sri Sai Ram Institute of P.G.Studies,",Odisha,14,0,0,10,50,0
C-16476,Sri Sai Ram Institute of Tech0logy,Karnataka,193,2227,2,10,100,11.5388601
C-35901,"Sri Sai Ram PG College, Nandikotkur",Rajasthan,17,183,0,10,82,10.76470588
C-52326,Sri Sai Shikshan Sansthan,Rajasthan,28,558,0,10,94,19.92857143
C-53033,SRI SAI SHIVRAM GIRLS,Telangana,8,209,0,10,81,26.125
C-24310,Sri Sai Siddhartha Degree,Telangana,34,1404,1,10,51,41.29411765
C-59379,SRI SAI SIDDHI +3 DEGREE SCIENCE,Madhya Pradesh,12,110,3,10,100,9.166666667
C-30965,Sri Sai Sidhartha Degree,Nagaland,8,223,0,10,94,27.875
C-24886,SRI SAI SIRISHA DEGREE,Maharashtra,16,253,0,10,62,15.8125
C-24253,Sri Sai Srinivasa Degree,Uttar Pradesh,14,295,0,10,81,21.07142857
C-33197,SRI SAI TRIVENI DEGREE,Telangana,18,528,0,10,76,29.33333333
C-33122,SRI SAI TRIVENI PG COLLEGE,Madhya Pradesh,6,36,0,10,81,6
C-25523,Sri Sai Vidya Vikas Degree College,Rajasthan,8,177,0,10,85,22.125
C-25465,Sri Sai Vignan Bharathi Degree,Karnataka,18,838,0,0,79,46.55555556
C-50239,SRI SAI VIKAS DEGREE COLLEGE,Uttar Pradesh,8,621,0,10,50,77.625
C-33202,"SRI SAI VIKAS DEGREE COLLEGE,",Maharashtra,28,446,0,0,88,15.92857143
C-58270,SRI SAI VYSHNAVI DEGREE,Uttar Pradesh,8,77,0,10,98,9.625
C-30990,Sri Sai Womens Degree,Telangana,12,412,0,10,62,34.33333333
C-18419,"Sri Sainath College of Pharmacy,",Uttar Pradesh,16,146,0,10,67,9.125
C-54177,sri sainatha degree college,Uttar Pradesh,15,285,0,10,57,19
C-45445,SRI SAIRAM AYURVEDA MEDICAL,Karnataka,33,231,2,10,79,7
C-1391,"Sri Sairam College of Engineering,",Uttar Pradesh,112,936,2,10,58,8.357142857
C-26280,"Sri Sairam Degree College,",Karnataka,27,491,0,10,71,18.18518519
C-16547,Sri Sairam Engineering College,Telangana,385,4301,4,10,100,11.17142857
C-45444,SRI SAIRAM HOMOEOPATHY MEDICAL,Kerala,36,282,2,10,91,7.833333333
C-45611,SRI SAIRAM SIDDHA MEDICAL,Rajasthan,30,289,2,10,82,9.633333333
C-24868,SRI SAKETI SATYANARAYANA DEGREE,Uttar Pradesh,15,732,0,10,80,48.8
C-45756,SRI SAKTHI AMMA INSTITUTE OF,Karnataka,26,334,0,10,63,12.84615385
C-49099,SRI SAKTHI NARAYANI SCHOOL OF,Delhi,7,43,0,10,79,6.142857143
C-51891,SRI SAMRAJ INSTITUTE OF MEDICAL,Karnataka,5,38,0,10,79,7.6
C-26558,Sri Sanathana Dharma Sanskrit UG,Uttar Pradesh,5,176,0,10,88,35.2
C-35831,Sri Sankara Arts and Science,Uttar Pradesh,45,822,0,0,99,18.26666667
C-41207,Sri Sankara Bhagavathi Arts & Science,Madhya Pradesh,34,820,0,10,83,24.11764706
C-43987,SRI SANKARA COLLEGE OF ARTS AND,Rajasthan,149,4728,2,10,50,31.73154362
C-26253,"Sri Sankara's College of Education,",Rajasthan,13,180,0,10,50,13.84615385
C-26335,Sri Sankara's Degree College,Uttar Pradesh,32,946,0,10,56,29.5625
C-26281,"Sri Sankara's Degree College (PG),",Uttar Pradesh,7,42,0,10,51,6
C-48740,SRI SANKARADEVA,Karnataka,24,74,0,10,65,3.083333333
C-18831,Sri Sant Gadge Maharaj,Uttar Pradesh,20,900,0,10,60,45
C-18221,"Sri Sant Gadgebaba Hindi College,",Madhya Pradesh,7,589,0,10,75,84.14285714
C-40740,"Sri Sant Prannath PG College,",Uttar Pradesh,20,455,0,10,63,22.75
C-18543,"Sri Santaji Arts and Science College,",Uttar Pradesh,12,429,0,10,80,35.75
C-45609,SRI SANTHOSI COLLEGE OF NURSING (Inst.,Madhya Pradesh,33,305,2,10,52,9.242424242
C-33239,"SRI SANTOSH DEGREE COLLEGE,",Uttar Pradesh,18,202,0,10,76,11.22222222
C-9552,Sri Sarada College for Women,Maharashtra,99,2600,1,10,99,26.26262626
C-41149,"Sri Sarada College for Women, V.M.",Uttar Pradesh,83,1735,1,10,55,20.90361446
C-14421,Sri Sarada college of Education for,Uttar Pradesh,18,129,1,10,68,7.166666667
C-14471,Sri Sarada College of Education for,Maharashtra,14,132,1,10,75,9.428571429
C-14800,"Sri Sarada College of Education,",Kerala,9,112,1,10,70,12.44444444
C-30601,"Sri Sarada College of Nursing,",Gujarat,19,108,1,10,51,5.684210526
C-7940,Sri Sarada College of Physical,Chattisgarh,7,81,1,10,83,11.57142857
C-25304,SRI SARADA DEGREE COLLEGE,Rajasthan,14,771,0,10,99,55.07142857
C-57296,sri sarada degree college,Madhya Pradesh,5,160,0,10,70,32
C-25914,Sri Sarada Degree College for,Himachal Pradesh,25,731,0,10,99,29.24
C-14941,Sri Sarada Institute for Teacher,West Bengal,8,36,0,10,59,4.5
C-36418,Sri Sarada Mahavidyalayam Arts &,Maharashtra,38,914,2,10,95,24.05263158
C-9538,Sri Sarada Nicketan College of Arts,Maharashtra,35,274,1,10,64,7.828571429
C-28513,Sri Sarada Niketan college for,Karnataka,46,843,1,10,54,18.32608696
C-35837,Sri Sarada Niketan College of,Jharkhand,51,725,1,10,98,14.21568627
C-42256,Sri Saradar Bhuta Singhji College,Gujarat,6,60,0,10,61,10
C-35767,"Sri Saradha College for Women,",Himachal Pradesh,49,1099,1,0,67,22.42857143
C-14956,"Sri Saraswathi College of Education,",Madhya Pradesh,10,200,0,10,55,20
C-57046,"Sri Saraswathi College of Education,",Karnataka,1,167,0,10,94,167
C-33248,SRI SARASWATHI DEGREE,Maharashtra,13,148,0,10,81,11.38461538
C-54802,SRI SARASWATHI DEGREE,Haryana,32,668,0,10,63,20.875
C-32688,"Sri Saraswathi Degree College,",Himachal Pradesh,5,152,0,10,67,30.4
C-25995,Sri Saraswathi Vidhyalaya Degree,Gujarat,19,165,0,10,78,8.684210526
C-52850,Sri Saraswati Sanskrit Snatakottar,Maharashtra,8,218,0,10,69,27.25
C-18071,Sri Sarathi Institute of Engineering &,Bihar,121,1337,2,10,90,11.04958678
C-18083,Sri Sarathi Institute of Engineering &,Uttar Pradesh,8,115,2,10,91,14.375
C-20622,Sri Sarvajna college of Education,Andhra Pradesh,12,100,0,10,50,8.333333333
C-26622,Sri Sarveshwar Sanskrit UG,West Bengal,5,22,1,10,91,4.4
C-51483,SRI SARVJEET SINGH YADAV MAHAVIDHYAL,Telangana,2,127,0,0,85,63.5
C-24743,"Sri Sarvodaya College, Nellore",Punjab,15,194,0,0,51,12.93333333
C-26453,"Sri Sarvodaya Degree and P.G. College,",Delhi,12,38,0,10,71,3.166666667
C-51758,"Sri Satguru Degree College,",Maharashtra,13,359,0,10,85,27.61538462
C-47433,SRI SATGURU SAI MAHAVIDHYAL,Maharashtra,13,905,0,10,64,69.61538462
C-36519,SRI SATHGURU SANGEETHA,Telangana,12,68,0,10,61,5.666666667
C-35277,"Sri Sathya Sai College for Women,",Karnataka,75,1254,2,10,85,16.72
C-40060,Sri Sathya Sai College of Homoeopathic,Gujarat,36,187,2,10,84,5.194444444
C-26267,Sri Sathya Sai Degree College,Rajasthan,12,189,0,10,95,15.75
C-30936,"Sri Sathya Sai Degree College,",Uttar Pradesh,12,412,0,10,85,34.33333333
C-40084,Sri Sathya Sai Inst. of Medical,Maharashtra,29,81,1,10,82,2.793103448
C-40441,Sri Sathya Sai Institute of Higher Medical,Haryana,17,149,1,10,82,8.764705882
C-59415,Sri Sathya Sai Sanjeevani Institute Of,Tamil Nadu,3,14,2,10,80,4.666666667
C-55316,"Sri Satya Degree College,",Uttar Pradesh,17,383,0,10,56,22.52941176
C-51316,Sri Satya Sai Ayuvedic College and,Telangana,33,198,2,10,61,6
C-24445,Sri Satya Sai Degree College,Tamil Nadu,13,468,0,10,67,36
C-61079,SRI SATYA SAI DEGREE COLLEGE-,Bihar,15,156,0,10,97,10.4
C-24897,"SRI SATYA SAI DEGREE COLLEGE,",Rajasthan,14,382,0,10,82,27.28571429
C-29301,"Sri Satya Sai Education College,",Karnataka,16,298,0,10,51,18.625
C-36186,Sri Satya Sai Pharmacy Research,Uttar Pradesh,17,22,0,10,97,1.294117647
C-60623,SRI SATYAKRUPA DEGREE,Andhra Pradesh,5,38,0,10,98,7.6
C-30356,"Sri Satyalaxmi College of Nursing,",Maharashtra,1,110,1,10,85,110
C-54008,SRI SATYAM COLLEGE OF EDUCATION,Karnataka,9,167,0,10,99,18.55555556
C-33250,"SRI SATYASAI DEGREE OCLLEGE,",Madhya Pradesh,15,119,0,10,56,7.933333333
C-26654,"Sri SBSS Fine Arts College, Rattihalli",Haryana,4,61,0,10,68,15.25
C-37080,Sri Shakthi Institute of Engineering,Maharashtra,275,2821,2,0,76,10.25818182
C-17440,Sri Shambhulingeshwara,Karnataka,16,103,0,10,72,6.4375
C-50968,Sri Shambhulingeshwara,Bihar,13,41,0,10,80,3.153846154
C-27125,"Sri Shankar College, Sasaram",Karnataka,20,4739,0,10,74,236.95
C-42313,SRI SHANKAR JI MAHAVIDYALA,Rajasthan,30,1742,0,10,76,58.06666667
C-15267,SRI SHANKAR SHIV MAHAVIDYALA,Gujarat,3,134,0,10,81,44.66666667
